bldStatus,bldStatusId,bldBlkTot,bldBlk,bndrywallType,bndryWallTypeId,clsrmsInst,othrooms,clsrmsGd,clsrmsGdPpu,clsrmsGdKuc,clsrmsGdTnt,clsrmsMin,clsrmsMinPpu,clsrmsMinKun,clsrmsMinTnt,clsrmsMaj,clsrmsMajPpu,clsrmsMajKuc,clsrmsMajTnt,toiletYn,toiletb,toiletbFun,toiletg,toiletgFun,toiletbCwsnFun,toiletgCwsnFun,urinalsb,urinalsg,handwashYn,handwashYnDesc,drinkWaterYn,drinkWaterYnDesc,handwashMealYn,handwashMealYnDesc,electricityYn,electricityYnDesc,solarpanelYn,solarpanelYnDesc,libraryYn,libraryYnDesc,playgroundYn,playgroundYnDesc,medchkYn,medchkYnDesc,rampsYn,rampsYnDesc,handrailsYn,handrailsYnDesc,stusHvFurnt,integratedLabYn,tinkeringLabYn,laptopTot,tabletsTot,tabletsFun,desktopFun,digiBoardTot,projectorTot,printerTot,internetYn,internetYnDesc,rainHarvestYnDesc,hmRoomYn,hmRoomYnDesc,ictLabYn,ictLabYnDesc,accessDthYn,accessDthYnDesc,rainHarvestYn,schoolId,yearId,yearDesc,stateId,districtId,districtName,blockId,blockName,schoolName
3-Government,3,2,2,1-Pucca,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,2,2-No,2,2-No,2,2447555,11,2024-25,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS  KHAJOOR BARI
3-Government,3,1,1,2-Pucca but Broken,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,120,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,2,2-No,2,2-No,2,2468123,11,2024-25,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MASJIDGARH
3-Government,3,1,1,5-No Boundary walls,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,150,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2447631,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS CHAKCHAKI
1-Private,1,2,2,1-Pucca,1,8,1,3,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,45,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,9,NA,2,2-No,2,2473410,11,2024-25,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA USMANIA MOHSIN GAON DHANPATGANJ
3-Government,3,1,1,2-Pucca but Broken,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,25,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2437078,11,2024-25,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS DHANSONA MONI TOLA
3-Government,3,1,1,5-No Boundary walls,5,5,2,5,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,150,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,9,NA,2,2-No,2,2422992,11,2024-25,110,2008,KISHANGANJ,20099,DIGHAL BANK,NPS GORUMARA NAYA TOLA
1-Private,1,8,4,1-Pucca,1,28,1,28,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,0,0,10,10,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,1481,2,1,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2420960,11,2024-25,110,2008,KISHANGANJ,20095,KISHANGANJ,ORIENTAL PUBLIC SCOOL
3-Government,3,2,2,5-No Boundary walls,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,130,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2450308,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,PS  PIYAKURI
3-Government,3,3,3,1-Pucca,1,7,1,5,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,2,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,480,9,9,0,0,0,10,0,1,1,1,1-Yes,2-No,2,2-No,1,1-Yes,2,2-No,2,2438905,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,UMS  KHAJUR BARI
3-Government,3,4,4,1-Pucca,1,10,1,6,0,0,0,1,0,0,0,3,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,130,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,2,2-No,2,2-No,2,2468862,11,2024-25,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MASTALIA
1-Private,1,4,2,6-Others,6,15,1,15,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,4,0,1,1-Yes,1,1-Yes,1,1-Yes,3,NA,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,"3-Yes, but not Functional",1,1-Yes,9,NA,2,2-No,3,2431643,11,2024-25,110,2008,KISHANGANJ,20095,KISHANGANJ,MADARSA USMAN LE TAHFIZUL QURAN
3-Government,3,4,2,5-No Boundary walls,5,8,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,1,1-Yes,1-Yes,1,1-Yes,9,NA,2,2-No,1,2492802,11,2024-25,110,2008,KISHANGANJ,20095,KISHANGANJ,N.P.S CHAMANPUR
3-Government,3,3,3,5-No Boundary walls,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,40,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2468120,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS DHAPER TOLA
3-Government,3,1,1,5-No Boundary walls,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,50,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2416334,11,2024-25,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS GOTHRA WARD NO - 07
1-Private,1,4,2,2-Pucca but Broken,2,10,1,10,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,0,0,2,2,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,210,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2406185,11,2024-25,110,2008,KISHANGANJ,20095,KISHANGANJ,OUR PUBLIC SCHOOL SINGHIA
3-Government,3,13,13,1-Pucca,1,13,13,11,0,0,0,0,0,0,0,2,0,0,0,1,3,3,3,3,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,100,9,9,0,0,0,10,1,1,1,1,1-Yes,2-No,2,2-No,1,1-Yes,2,2-No,2,2472908,11,2024-25,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS KHANA BARI
3-Government,3,2,2,1-Pucca,1,7,7,3,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,164,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,9,NA,2,2-No,2,2411694,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,PS  POKHARIA
3-Government,3,1,1,2-Pucca but Broken,2,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,380,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,2,2-No,2,2-No,2,2439328,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,U.M.S MATIYA BHITTA
5-No building,5,2,2,1-Pucca,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2411699,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA WAHIDIA IZHARUL ULOOM CHANDWAR DOMOHANI
3-Government,3,5,5,5-No Boundary walls,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,56,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,9,NA,2,2-No,2,2463001,11,2024-25,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS CHANDMANI
3-Government,3,2,2,5-No Boundary walls,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,140,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2409278,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,NPS DHARDHARIA
3-Government,3,5,5,5-No Boundary walls,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,64,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,9,NA,2,2-No,2,2451238,11,2024-25,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS GOVINDPUR
1-Private,1,2,2,1-Pucca,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,350,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2408963,11,2024-25,110,2008,KISHANGANJ,20095,KISHANGANJ,OXFORD INTERNATIONAL SCHOOL
3-Government,3,5,2,5-No Boundary walls,5,10,1,10,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,1,1-Yes,1-Yes,1,1-Yes,9,NA,2,2-No,1,2443226,11,2024-25,110,2008,KISHANGANJ,20095,KISHANGANJ,PS PORLA BARI 1
3-Government,3,1,1,5-No Boundary walls,5,6,6,5,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,260,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,2,2-No,2,2-No,2,2462503,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,UMS KHANKI
3-Government,3,2,2,1-Pucca,1,8,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,560,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,2,2-No,2,2-No,2,2460513,11,2024-25,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MAUJA BARI
1-Private,1,2,2,1-Pucca,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2456542,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA WAHIDIA MISBAHUL ULOOM ISTAMRAR JHINGAKATTA
3-Government,3,2,2,5-No Boundary walls,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,150,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2469600,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS DHIM TOLA LAUCHA
3-Government,3,3,3,5-No Boundary walls,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,50,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,9,NA,2,2-No,2,2461998,11,2024-25,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS CHAPATI
4-Government School in a rent free building,4,1,1,5-No Boundary walls,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,124,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2429585,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,NPS GRAHAN KHODA
1-Private,1,1,1,5-No Boundary walls,5,8,2,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,235,9,9,0,0,0,0,0,0,0,2,2-No,1-Yes,1,1-Yes,9,NA,2,2-No,1,2427351,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,OXFORD PUBLIC SCHOOL BAHADURGANJ
3-Government,3,2,2,5-No Boundary walls,5,2,3,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,80,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2439324,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,PS  POTHIA  KANYA
3-Government,3,1,1,5-No Boundary walls,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,410,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,2,2-No,2,2-No,2,2473847,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,UMS KHARA BARI
3-Government,3,2,2,1-Pucca,1,5,1,3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,0,0,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,100,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,2,2-No,2,2-No,2,2489641,11,2024-25,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MAZKURI
1-Private,1,10,10,1-Pucca,1,10,12,10,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,1,1,3,3,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,150,9,9,0,1,0,0,0,1,1,1,1-Yes,1-Yes,1,1-Yes,9,NA,1,1-Yes,1,2403411,11,2024-25,110,2008,KISHANGANJ,20098,THAKURGANJ,OXFORD PUBLIC SCHOOL KADOGAON
3-Government,3,3,3,1-Pucca,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,35,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,9,NA,2,2-No,2,2488905,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS CHARAKPARA
1-Private,1,2,2,1-Pucca,1,6,0,3,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,45,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2466402,11,2024-25,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA WAHIDIYA CHARAIYA
3-Government,3,1,1,5-No Boundary walls,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,3,NA,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,50,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2475994,11,2024-25,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS DHOBIBHITTA PASWAN TOLA
3-Government,3,6,6,5-No Boundary walls,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,200,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2486345,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS GUABARI WARD NO. 11
3-Government,3,3,3,5-No Boundary walls,5,5,1,3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,25,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,9,NA,2,2-No,2,2490365,11,2024-25,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS POTHI MARI
3-Government,3,8,8,5-No Boundary walls,5,8,8,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,100,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,2,2-No,2,2-No,2,2472914,11,2024-25,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS KHARI BASTI
3-Government,3,7,7,5-No Boundary walls,5,8,2,6,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,9,NA,60,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,2,2-No,2,2-No,2,2470297,11,2024-25,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MEHANDIPUR
2-Rented,2,3,0,1-Pucca,1,5,3,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,9,NA,225,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2427839,11,2024-25,110,2008,KISHANGANJ,20095,KISHANGANJ,OXFORD PUBLIC SCHOOL KULAMANI
2-Rented,2,3,3,1-Pucca,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,100,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,9,NA,2,2-No,2,2484920,11,2024-25,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA WARSIYA TALIMUL QURAN
3-Government,3,2,2,5-No Boundary walls,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,40,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2480662,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS CHARAKPARA  LAUCHA
3-Government,3,1,1,1-Pucca,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2432857,11,2024-25,110,2008,KISHANGANJ,20096,TERHA GACHH,NPS DHOKARJHARI
3-Government,3,3,3,5-No Boundary walls,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,3,NA,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,35,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2464547,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS  GUABARI WARD NO. 12
3-Government,3,3,3,1-Pucca,1,9,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,2,2-No,2,2-No,2,2447477,11,2024-25,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS KHARI TOLA
3-Government,3,10,10,5-No Boundary walls,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,50,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,2,2-No,2,2-No,2,2473407,11,2024-25,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS MILIKTOLA
3-Government,3,3,3,5-No Boundary walls,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,150,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2421489,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,P.S POWAKHALI
5-No building,5,2,2,2-Pucca but Broken,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2441216,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA WOHIDIA MISBAHUL ULOOM BHORADAH
4-Government School in a rent free building,4,1,1,5-No Boundary walls,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,100,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,2,2-No,9,NA,2,2-No,2,2422995,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS CHARGHARIA BHATABARI
3-Government,3,3,3,5-No Boundary walls,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,60,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,9,NA,2,2-No,2,2407194,11,2024-25,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS DIGDHIBHITTA
3-Government,3,1,1,5-No Boundary walls,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,150,9,9,0,0,0,0,0,0,0,1,1-Yes,1-Yes,2,2-No,9,NA,2,2-No,1,2476925,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS GULBAND TOLA NISHANDRA
